time,latitude,longitude,altitude
1754491316.0468554,50.35862698333333,7.540532733333333,226.1
1754491317.0461118,50.35862551666666,7.540532,226.0
1754491318.0482864,50.358624516666666,7.5405319833333335,226.2
1754491319.045367,50.3586221,7.540532333333333,226.1
1754491320.04201,50.35862055,7.5405303,225.7
1754491321.0466824,50.358619866666665,7.5405293166666665,225.6
1754491322.0465066,50.35861875,7.5405294000000005,225.5
1754491323.0446584,50.358617683333335,7.540530316666667,225.5
1754491324.0464368,50.3586167,7.540531483333333,225.4
1754491325.0474277,50.358615883333336,7.540532633333333,225.3
1754491326.04637,50.358615433333334,7.540533566666666,225.2
1754491327.04686,50.35861526666667,7.540534066666667,225.2
1754491328.04405,50.358615066666665,7.540534433333333,225.2
1754491329.0462992,50.3586151,7.540534516666667,225.2
1754491330.045542,50.35861508333333,7.5405344,225.2
1754491331.0474498,50.35861511666667,7.5405343,225.2
1754491332.0457225,50.3586151,7.540534233333333,225.2
1754491333.0462782,50.35861513333333,7.54053415,225.2
1754491334.046252,50.35861513333333,7.540534116666667,225.2
1754491335.047144,50.3586151,7.5405341,225.2
1754491336.0430427,50.35861511666667,7.540534066666667,225.1
1754491337.0450919,50.35861515,7.540534016666666,225.1
1754491338.0457726,50.35861515,7.540534,225.1
1754491339.0446556,50.35861513333333,7.540533983333333,225.1
1754491340.0456047,50.35861511666667,7.540533966666667,225.1
1754491341.0428488,50.35861511666667,7.54053395,225.1
1754491342.4314225,50.3586151,7.54053395,225.1
1754491343.0446188,50.35861508333333,7.540533933333333,225.1
1754491344.0446625,50.358615066666665,7.540533933333333,225.1
1754491345.0441067,50.35861505,7.540533916666667,225.1
1754491346.042935,50.358615033333336,7.5405339,225.1
1754491347.0422251,50.35861501666667,7.5405339,225.1
1754491348.045869,50.35861501666667,7.5405338833333335,225.1
1754491349.0442662,50.358615,7.5405338833333335,225.1
1754491350.0444722,50.35861498333333,7.540533866666666,225.1
1754491351.045124,50.358614966666664,7.54053385,225.1
1754491352.0416894,50.358614966666664,7.540533833333333,225.1
1754491353.0454025,50.35861495,7.540533816666667,225.1
1754491354.0459883,50.358614933333335,7.540533816666667,225.1
1754491355.04389,50.358614933333335,7.5405338,225.1
1754491356.0451016,50.35861491666667,7.540533783333333,225.1
1754491357.043847,50.35861491666667,7.540533783333333,225.1
1754491358.0438704,50.3586149,7.540533766666667,225.1
1754491359.042399,50.35861488333333,7.54053375,225.1
1754491360.0427513,50.35861488333333,7.5405337333333335,225.1
1754491361.044984,50.35861486666667,7.540533716666666,225.1
1754491362.0471313,50.35861486666667,7.5405337,225.1
1754491363.0427027,50.358612416666666,7.540535066666667,225.1
1754491364.0470443,50.358609316666666,7.540537716666667,224.9
1754491365.0478477,50.35860516666666,7.540541866666667,224.8
1754491366.0480976,50.358600816666666,7.540546833333334,224.7
1754491367.0449953,50.358597016666664,7.5405521,224.7
1754491368.0424213,50.358594133333334,7.540556366666666,224.6
1754491369.043636,50.358589783333336,7.540563483333333,224.7
1754491370.0456762,50.35858398333333,7.540572066666667,224.6
1754491371.0458043,50.35857925,7.540579316666666,224.5
1754491372.0435784,50.358579166666665,7.5405819166666666,224.4
1754491373.0424356,50.358580333333336,7.5405825166666665,224.5
1754491374.0419433,50.35858073333333,7.540583333333333,224.5
1754491375.0444818,50.358581066666666,7.540583983333334,224.5
1754491376.042309,50.35858125,7.540584483333333,224.5
1754491377.0431957,50.358581666666666,7.5405846,224.5
1754491378.044447,50.3585823,7.5405846499999996,224.5
1754491379.0449991,50.35858293333333,7.540584916666667,224.5
1754491380.0444348,50.35858338333333,7.540585066666667,224.6
1754491381.0424585,50.3585836,7.540585366666667,224.7
1754491382.041985,50.358583616666664,7.540585566666667,224.7
1754491383.0435843,50.35858355,7.5405857166666665,224.7
1754491384.0465949,50.358583483333334,7.540585816666667,224.7
1754491385.047485,50.3585813,7.540587833333333,224.9
1754491386.0443313,50.35857645,7.540593266666667,225.1
1754491387.0439155,50.358569833333334,7.5406019,224.9
1754491388.0445323,50.35856126666667,7.540613333333333,225.0
1754491389.0452754,50.35855528333333,7.540622016666667,225.0
1754491390.0423462,50.358550783333335,7.540628966666667,225.1
1754491391.044052,50.358547216666665,7.540634666666667,225.1
1754491392.047244,50.358543366666666,7.540640616666667,225.2
1754491393.045414,50.35853715,7.540651,225.2
1754491394.0445716,50.35853215,7.5406587,225.1
1754491395.0452743,50.35852751666667,7.540664566666667,225.0
1754491396.045982,50.358521233333335,7.540671316666667,224.9
1754491397.0483282,50.35851486666667,7.54067805,224.8
1754491398.0440974,50.35851005,7.54068245,224.8
1754491399.0449865,50.358505316666665,7.54068745,224.9
1754491400.0460248,50.35850095,7.540692716666666,224.8
1754491401.0445538,50.358497633333336,7.540696566666667,224.6
1754491402.0483768,50.35849018333333,7.54070655,224.8
1754491403.045364,50.358483,7.540717233333333,224.9
1754491404.044724,50.358478866666665,7.540724,224.8
1754491405.0431898,50.35847501666667,7.5407307333333335,225.0
1754491406.04235,50.35847161666667,7.540735783333333,224.9
1754491407.0449305,50.35846905,7.540739933333334,224.9
1754491408.0430737,50.3584658,7.540744733333334,224.9
1754491409.043911,50.358462216666666,7.540749716666666,225.0
1754491410.0456767,50.35845868333333,7.5407544,224.9
1754491411.0449429,50.35845525,7.5407591499999995,225.2
1754491412.0434606,50.358452183333334,7.540762966666667,225.1
1754491413.0441134,50.35844878333333,7.54076695,225.1
1754491414.043897,50.3584471,7.540770083333333,225.1
1754491415.0482752,50.35844446666667,7.54077355,225.4
1754491416.04636,50.35844055,7.5407795166666665,225.4
1754491417.0459812,50.358436233333336,7.540785633333334,225.3
1754491418.045746,50.3584317,7.5407917,225.2
1754491419.0435002,50.35842888333333,7.540794933333333,225.4
1754491420.04567,50.35842806666667,7.54079545,225.3
1754491421.043727,50.358428016666664,7.540795616666666,225.1
1754491422.0503075,50.3584274,7.5407963166666665,225.1
1754491423.0463042,50.35842545,7.540798733333333,225.1
1754491424.0443509,50.35842395,7.540799833333333,225.2
1754491425.0492396,50.35842306666667,7.540800316666667,225.2
1754491426.049111,50.35842185,7.540803,225.4
1754491427.0473793,50.35842003333333,7.54080465,225.6
1754491428.0470002,50.35841765,7.540808083333333,225.8
1754491429.0451093,50.358415916666665,7.540810916666667,225.5
1754491430.0412006,50.35841605,7.540812483333333,225.4
1754491431.044309,50.35841571666667,7.54081395,225.2
1754491432.0449107,50.35841403333333,7.540816666666666,225.0
1754491433.0449293,50.35841165,7.5408196,225.1
1754491434.047914,50.358408983333334,7.5408222333333335,225.1
1754491435.0455217,50.358406466666665,7.540825,225.1
1754491436.0448432,50.35840373333333,7.540827766666666,225.3
1754491437.0446966,50.35840063333333,7.540831483333333,225.5
1754491438.044288,50.35839693333333,7.5408363666666665,225.5
1754491439.0447304,50.3583936,7.5408406,225.7
1754491440.0456743,50.35838935,7.540846683333333,225.8
1754491441.0440657,50.3583826,7.540857216666667,226.0
1754491442.0471628,50.35837548333333,7.54086835,226.0
1754491443.051614,50.35836865,7.54087765,226.1
1754491444.047184,50.35836175,7.54088645,226.0
1754491445.045761,50.35835475,7.540894583333333,225.9
1754491446.0422254,50.35834776666667,7.54090205,225.8
1754491447.0442379,50.358341333333335,7.5409092,225.8
1754491448.04624,50.35833316666667,7.5409186833333335,225.8
1754491449.0436714,50.35832435,7.540928733333333,225.8
1754491450.043524,50.3583166,7.540938383333334,225.7
1754491451.045761,50.35830861666667,7.540948133333333,225.7
1754491452.0446873,50.3583008,7.540957833333334,225.7
1754491453.0439572,50.358293716666665,7.540966233333333,225.7
1754491454.0427485,50.35828836666666,7.540972983333333,225.7
1754491455.0461638,50.35828425,7.540978366666667,225.7
1754491456.0484765,50.358277816666664,7.5409869333333335,225.8
1754491457.0464804,50.358270583333336,7.5409983333333335,225.9
1754491458.0488439,50.35826825,7.541003533333333,225.9
1754491459.0455563,50.3582685,7.5410044,225.9
1754491460.0453906,50.358270616666665,7.541003183333333,225.7
1754491461.0445251,50.35827188333333,7.541001933333334,225.8
1754491462.0410619,50.35827243333333,7.54100205,225.7
1754491463.0459466,50.3582731,7.541002333333333,225.8
1754491464.0463262,50.358273966666665,7.541002383333334,225.7
1754491465.045743,50.35827175,7.5410076,225.7
1754491466.049185,50.358269,7.541013833333333,225.8
1754491467.0461695,50.35826746666667,7.541017783333333,225.7
1754491468.0477622,50.35826588333333,7.5410229,225.6
1754491469.0525455,50.35826358333333,7.5410319333333335,225.7
1754491470.0430808,50.358261066666664,7.541042966666667,225.7
1754491471.0457382,50.358259483333335,7.541048766666667,225.4
1754491472.0485299,50.358259016666665,7.5410513833333335,225.4
1754491473.0481536,50.35825895,7.5410504666666665,225.4
1754491474.0471487,50.358261,7.541043066666667,225.4
1754491475.0476484,50.358262133333334,7.541040983333334,225.5
1754491476.0437043,50.358261733333336,7.54104315,225.2
1754491477.0474923,50.3582604,7.541049533333333,225.3
1754491478.0463316,50.358258916666664,7.541056183333334,225.1
1754491479.0474224,50.35825798333333,7.5410625499999995,225.0
1754491480.049613,50.35825666666667,7.54106845,225.2
1754491481.0506084,50.35825475,7.5410736,225.3
1754491482.048876,50.358252533333335,7.541078,225.4
1754491483.0471246,50.35825053333333,7.5410815,225.2
1754491484.0520976,50.35824828333333,7.5410851333333335,225.2
1754491485.0483658,50.35824541666667,7.54108845,225.2
1754491486.0432146,50.358242516666664,7.541090933333333,225.1
1754491487.0480433,50.35823965,7.541092566666666,225.2
1754491488.0456228,50.35823621666667,7.541094166666666,225.2
1754491489.0484548,50.35823283333333,7.541095066666667,225.4
1754491490.0482278,50.358229333333334,7.541096083333334,225.4
1754491491.0478845,50.35822601666667,7.541097783333333,225.4
1754491492.0467057,50.358223,7.541099616666667,225.5
1754491493.048511,50.358220083333336,7.5411013,225.6
1754491494.04603,50.358216766666665,7.541103633333333,225.8
1754491495.0489318,50.358213533333334,7.54110595,225.8
1754491496.0471132,50.35821043333333,7.5411080833333335,225.9
1754491497.0431252,50.35820701666667,7.54111005,225.9
1754491498.0456774,50.35820355,7.5411116499999995,226.0
1754491499.0465615,50.358200116666666,7.5411134833333335,226.0
1754491500.0451434,50.35819646666667,7.541115516666666,226.1
1754491501.0451002,50.3581905,7.541119,226.1
1754491502.0422928,50.358185533333334,7.541122083333334,226.1
1754491503.047672,50.3581801,7.541126916666666,226.2
1754491504.0446165,50.35817183333333,7.5411366,226.2
1754491505.044079,50.358163733333335,7.541147766666667,226.2
1754491506.0460298,50.358155733333334,7.541159133333333,226.2
1754491507.047331,50.35814761666666,7.541170533333333,226.2
1754491508.045538,50.35813938333333,7.5411816,226.1
1754491509.045926,50.35813111666667,7.541192533333334,226.1
1754491510.0425081,50.358122816666665,7.541203783333334,226.2
1754491511.0456975,50.358115016666666,7.541214733333334,226.0
1754491512.0482056,50.35810886666667,7.54122405,226.0
1754491513.0456338,50.35810333333333,7.541232683333334,226.0
1754491514.046262,50.358097066666666,7.54124275,225.9
1754491515.0515776,50.358089633333336,7.541254633333334,226.0
1754491516.046076,50.358082016666664,7.541266416666667,226.0
1754491517.0449245,50.35807461666667,7.54127705,226.1
1754491518.0427723,50.35806753333333,7.541286833333333,226.1
1754491519.045959,50.358061033333335,7.541296766666667,226.2
1754491520.0480452,50.3580565,7.541304716666667,226.2
1754491521.0453556,50.35805015,7.5413167,226.2
1754491522.050057,50.3580425,7.541330516666667,226.2
1754491523.0491772,50.35803678333333,7.54133985,226.3
1754491524.043414,50.35803058333333,7.54134935,226.3
1754491525.0447536,50.358023016666664,7.541360833333333,226.2
1754491526.0435455,50.35801526666667,7.5413719,226.3
1754491527.0472405,50.35800793333333,7.541382083333334,226.4
1754491528.0456903,50.358000383333334,7.541392666666667,226.5
1754491529.045726,50.357994033333334,7.5414019833333334,226.5
1754491530.0456781,50.357986833333335,7.54141325,226.5
1754491531.0460856,50.3579771,7.541428933333333,226.7
1754491532.0454357,50.357969266666665,7.5414413499999995,226.7
1754491533.045441,50.3579623,7.541452366666666,226.8
1754491534.042588,50.3579546,7.5414641499999995,226.8
1754491535.052444,50.3579494,7.5414722,226.8
1754491536.0478997,50.357943516666666,7.5414808833333336,227.0
1754491537.0485866,50.35793645,7.5414912,226.9
1754491538.0475907,50.35792925,7.5415013,226.9
1754491539.047493,50.3579218,7.541512166666667,226.8
1754491540.0461426,50.35791458333333,7.54152335,226.9
1754491541.185454,50.3579077,7.541535516666666,226.9
1754491542.0432086,50.357901766666664,7.5415487500000005,227.0
1754491543.0533724,50.3578963,7.541562183333333,227.2
1754491544.0453758,50.35789081666667,7.541575416666666,227.2
1754491545.0455153,50.35788468333333,7.541588483333333,227.4
1754491546.0449781,50.3578786,7.541600383333334,227.3
1754491547.044688,50.357871933333335,7.5416122833333334,227.3
1754491548.045556,50.35786601666667,7.541622216666667,227.3
1754491549.0468943,50.35786123333333,7.541630033333333,227.4
1754491550.043075,50.357856516666665,7.541637633333333,227.3
1754491551.0453813,50.35785198333333,7.54164475,227.3
1754491552.0481064,50.35784708333333,7.541651283333334,227.2
1754491553.0490785,50.357841566666664,7.541658183333333,227.3
1754491554.0490334,50.35783611666667,7.54166485,227.3
1754491555.047842,50.357830983333336,7.541671133333333,227.7
1754491556.0491922,50.35782555,7.541678816666667,227.6
1754491557.0493116,50.35781876666667,7.541689783333333,227.5
1754491558.0452557,50.3578125,7.54170095,227.5
1754491559.0438988,50.35780786666667,7.541710283333334,227.4
1754491560.048219,50.35780315,7.541719616666667,227.7
1754491561.0470872,50.35779795,7.541729683333333,227.8
1754491562.0490992,50.35779096666667,7.541741133333334,227.6
1754491563.0516999,50.35778321666667,7.541752833333334,227.5
1754491564.0440252,50.35777553333333,7.541765066666667,227.5
1754491565.046892,50.35776801666667,7.541777883333333,227.4
1754491566.046408,50.35776121666667,7.541790866666666,227.4
1754491567.0504005,50.357754183333334,7.54180415,227.2
1754491568.0420465,50.35774743333333,7.541817533333333,227.1
1754491569.0450118,50.3577406,7.54183065,227.0
1754491570.0486164,50.35773331666667,7.541843933333333,227.0
1754491571.044055,50.35772646666667,7.5418564,226.9
1754491572.0437164,50.35772026666667,7.5418692,226.9
1754491573.0440767,50.3577137,7.541882266666667,226.8
1754491574.042184,50.35770711666667,7.54189575,226.8
1754491575.047332,50.35770145,7.5419063,226.8
1754491576.0431657,50.35769728333333,7.54191385,226.8
1754491577.0432618,50.35769245,7.5419228,226.8
1754491578.0449407,50.35768543333333,7.541933683333333,227.0
1754491579.044111,50.357677116666665,7.541945083333333,227.0
1754491580.046551,50.35767048333334,7.541953366666666,227.1
1754491581.0415626,50.35766955,7.54195495,227.1
1754491582.0415432,50.35766945,7.5419544,227.1
1754491583.042194,50.357669433333335,7.541953883333333,227.2
1754491584.0430555,50.357669216666665,7.541953416666667,227.1
1754491585.0418541,50.357669,7.5419533,227.1
1754491586.042638,50.35766856666667,7.541953166666667,227.0
1754491587.0437682,50.3576683,7.541952733333334,226.9
1754491588.042454,50.357668116666666,7.54195215,227.0
1754491589.0432374,50.3576683,7.541952083333333,227.0
1754491590.038878,50.357668733333334,7.54195225,227.1
1754491591.0426195,50.3576689,7.541952516666667,227.1
1754491592.043345,50.357669,7.5419526999999995,227.1
1754491593.0430198,50.35766903333333,7.5419528499999995,227.1
1754491594.041544,50.35766903333333,7.5419529333333335,227.1
1754491595.0413063,50.357669,7.541953,227.2
1754491596.0435572,50.357668966666665,7.54195305,227.2
1754491597.0459273,50.357668933333336,7.5419531,227.2
1754491598.0432463,50.3576689,7.541953133333333,227.2
1754491599.0442405,50.35766885,7.541953166666667,227.2
1754491600.045051,50.35766881666667,7.5419532,227.2
1754491601.046063,50.35766878333333,7.5419532333333335,227.2
1754491602.0456357,50.35766875,7.54195325,227.2
1754491603.0445428,50.357668716666666,7.541953283333333,227.2
1754491604.0436814,50.35766868333333,7.5419533,227.2
1754491605.0452478,50.35766865,7.541953333333334,227.2
1754491606.0422246,50.3576686,7.541953366666666,227.2
1754491607.045973,50.35766856666667,7.541953383333333,227.2
1754491608.0449197,50.35766855,7.5419534,227.2
1754491609.046464,50.35766851666666,7.541953433333333,227.2
1754491610.044841,50.357668483333335,7.54195345,227.2
1754491611.0455296,50.35766845,7.5419534666666666,227.2
1754491612.0430996,50.35766841666667,7.5419534666666666,227.2
1754491613.043128,50.3576684,7.541953483333334,227.2
1754491614.0419693,50.357668366666665,7.5419535,227.2
1754491615.0450377,50.357668333333336,7.541953516666666,227.2
1754491616.0456035,50.35766831666667,7.541953533333333,227.2
1754491617.046249,50.35766828333333,7.54195355,227.2
1754491618.045968,50.35766825,7.541953566666667,227.2
1754491619.0535436,50.35766821666667,7.541953566666667,227.2
1754491620.0460923,50.3576682,7.541953583333333,227.2
1754491621.0422826,50.35766816666667,7.5419536,227.2
1754491622.0409863,50.35766815,7.5419536166666665,227.2
1754491623.0449178,50.357668116666666,7.5419536166666665,227.2
1754491624.0423694,50.3576681,7.541953633333334,227.2
1754491625.0421286,50.35766808333333,7.54195365,227.2
1754491626.043214,50.35766805,7.54195365,227.2
1754491627.043104,50.35766803333333,7.541953666666666,227.2
1754491628.0421767,50.357668,7.541953683333333,227.2
1754491629.0426438,50.357667983333336,7.541953683333333,227.2
1754491630.0419307,50.35766796666667,7.5419537,227.2
1754491631.0430186,50.35766795,7.541953716666667,227.2
1754491632.0431116,50.35766793333333,7.541953733333333,227.2
1754491633.0450172,50.357667916666664,7.541953733333333,227.2
1754491634.0446517,50.3576679,7.54195375,227.2
1754491635.0436368,50.35766306666667,7.541958966666667,227.6
1754491636.0459206,50.35765645,7.54196585,227.9
1754491637.0414178,50.35764926666667,7.5419729166666665,228.0
1754491638.0434637,50.357641683333334,7.54198005,228.2
1754491639.042366,50.35763415,7.541986883333333,228.2
1754491640.0419683,50.3576263,7.541994266666666,228.1
1754491641.0425005,50.3576187,7.542002616666666,228.3
1754491642.044506,50.357611733333336,7.54201185,228.3
1754491643.043229,50.35760405,7.542023483333333,228.1
1754491644.0414622,50.357596433333335,7.5420361499999995,228.2
1754491645.0450685,50.35759,7.542047466666666,228.0
1754491646.0417137,50.357584233333334,7.542058033333333,228.0
1754491647.0424404,50.357579083333334,7.542068066666666,228.1
1754491648.0421786,50.357573466666665,7.542078166666666,228.2
1754491649.043058,50.35756755,7.542088383333334,228.1
1754491650.0443149,50.35756273333333,7.542097116666667,227.9
1754491651.0455408,50.35755923333333,7.5421062,228.0
1754491652.0428448,50.35755605,7.542117033333334,228.0
1754491653.042415,50.35755338333333,7.5421292,228.2
1754491654.0410929,50.35755145,7.542142133333334,228.1
1754491655.0434632,50.35755021666667,7.542157033333333,228.0
1754491656.0432503,50.35755005,7.542173633333333,227.9
1754491657.0458071,50.35755043333333,7.5421902,227.9
1754491658.042735,50.357550933333336,7.542202966666666,227.8
1754491659.0434496,50.3575517,7.542213116666667,227.9
1754491660.0443559,50.357552883333334,7.5422215999999995,228.0
1754491661.0428944,50.357554066666665,7.5422304,228.2
1754491662.040666,50.35755525,7.542238216666666,228.2
1754491663.0428967,50.3575571,7.54224785,228.2
1754491664.0430102,50.357560666666664,7.542261366666667,228.1
1754491665.043565,50.357565433333335,7.5422767833333335,228.1
1754491666.0429287,50.3575716,7.542291483333333,228.1
1754491667.0431206,50.35757825,7.542305233333334,228.0
1754491668.0460672,50.35758515,7.542318166666667,227.8
1754491669.0474243,50.35759316666667,7.542330533333333,227.9
1754491670.0431757,50.35760211666667,7.542343066666667,227.8
1754491671.0426533,50.357610816666664,7.542354016666667,228.0
1754491672.0426276,50.3576196,7.542364766666667,228.1
1754491673.0447161,50.35762846666667,7.542376716666666,228.1
1754491674.043446,50.3576369,7.5423886499999995,228.1
1754491675.0456727,50.357646933333335,7.542403233333333,228.1
1754491676.0436103,50.35765633333333,7.542417216666666,228.0
1754491677.0480208,50.357664166666666,7.542427766666666,228.1
1754491678.04191,50.35767198333333,7.542438233333334,228.0
1754491679.0424218,50.35768035,7.542448866666667,227.9
1754491680.0450268,50.357688833333334,7.542459433333334,227.7
1754491681.0465455,50.357696516666664,7.542470983333334,227.7
1754491682.0463026,50.35770355,7.542483183333333,227.6
1754491683.0426633,50.35770983333333,7.542495333333333,227.6
1754491684.0429115,50.35771653333333,7.542508183333333,227.6
1754491685.0435221,50.357723183333334,7.54252085,227.6
1754491686.038434,50.3577298,7.5425326833333335,227.6
1754491687.0446334,50.35773641666667,7.5425450000000005,227.4
1754491688.0420513,50.35774335,7.542557933333334,227.4
1754491689.0441616,50.35775006666667,7.54257055,227.2
1754491690.0425193,50.357756,7.5425816333333335,227.2
1754491691.0436106,50.3577585,7.542585616666667,227.1
1754491692.0431604,50.357758583333336,7.5425830666666664,227.0
1754491693.0419273,50.3577587,7.542581533333333,227.0
1754491694.0389662,50.357759116666664,7.542580916666667,226.9
1754491695.0466049,50.35775928333333,7.542580116666667,226.8
1754491696.0423074,50.3577605,7.542581416666667,226.9
1754491697.0423524,50.35776438333333,7.542588533333333,226.8
1754491698.042102,50.357767933333335,7.542593783333333,226.8
1754491699.04291,50.35777143333333,7.5425999,226.9
1754491700.0459943,50.35777521666667,7.542607566666667,227.1
1754491701.0440772,50.35777851666667,7.5426151,227.4
1754491702.043494,50.35778406666667,7.542627866666667,227.4
1754491703.0425313,50.3577908,7.542642216666667,227.5
1754491704.0431042,50.3577955,7.54265245,227.6
1754491705.0439873,50.35780115,7.542664583333333,227.7
1754491706.0425196,50.35780786666667,7.542678883333333,227.5
